replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
Bas64	Bas64_00028	gp4.5	10117	defense-finder-models/ADF/Anti_TA/gp4.5	Bas64_gp4.5_105	1	1	1.0	1.0	1	gp4.5	mandatory	89	9.2e-46	153.2	0.935	0.978	1	87			Anti_TA	gp4.5	Antidefense
Bas64	Bas64_00034	gp5.9	10123	defense-finder-models/ADF/Anti_RecBCD/gp5.9	Bas64_gp5.9_106	1	1	1.0	1.0	1	gp5.9	mandatory	52	3.2e-35	119.4	1.0	1.0	1	52			Anti_RecBCD	gp5.9	Antidefense
Bas65	Bas65_00006	ocr	10145	defense-finder-models/ADF/Anti_RM/ocr	Bas65_ocr_110	1	1	1.0	1.0	1	ocr	mandatory	120	9.4e-61	202.4	0.991	0.95	1	114			Anti_RM	ocr	Antidefense
Bas65	Bas65_00028	gp4.5	10167	defense-finder-models/ADF/Anti_TA/gp4.5	Bas65_gp4.5_108	1	1	1.0	1.0	1	gp4.5	mandatory	89	8.8e-46	153.3	0.946	0.989	1	88			Anti_TA	gp4.5	Antidefense
Bas65	Bas65_00033	gp5.9	10172	defense-finder-models/ADF/Anti_RecBCD/gp5.9	Bas65_gp5.9_109	1	1	1.0	1.0	1	gp5.9	mandatory	52	1.5e-36	123.6	1.0	1.0	1	52			Anti_RecBCD	gp5.9	Antidefense
Bas67	Bas67_00007	samase	10195	defense-finder-models/ADF/Anti_RM/samase	Bas67_samase_112	1	1	1.0	1.0	1	samase	mandatory	151	3.1e-61	205.1	1.0	1.0	1	151			Anti_RM	samase	Antidefense
Bas67	Bas67_00026	gp4.5	10214	defense-finder-models/ADF/Anti_TA/gp4.5	Bas67_gp4.5_111	1	1	1.0	1.0	1	gp4.5	mandatory	100	2.3999999999999998e-39	132.6	0.849	0.8	4	83			Anti_TA	gp4.5	Antidefense
Bas68	Bas68_00007	samase	10241	defense-finder-models/ADF/Anti_RM/samase	Bas68_samase_114	1	1	1.0	1.0	1	samase	mandatory	152	2.5e-68	228.1	0.993	0.993	1	151			Anti_RM	samase	Antidefense
Bas68	Bas68_00026	gp4.5	10260	defense-finder-models/ADF/Anti_TA/gp4.5	Bas68_gp4.5_113	1	1	1.0	1.0	1	gp4.5	mandatory	100	1.1999999999999999e-39	133.6	0.849	0.8	4	83			Anti_TA	gp4.5	Antidefense
Bas69	Bas69_00021	acriia7	10301	defense-finder-models/ADF/Anti_Thoeris/tad2_acriia7	Bas69_tad2_acriia7_138	1	1	1.0	0.8	1	tad2	mandatory	161	2.9e-27	94.1	0.694	0.509	78	159			Anti_Thoeris	tad2_acriia7	Antidefense
Lambdavir	Lambdavir_00036	gam	10390	defense-finder-models/ADF/Anti_RecBCD/gam	Lambdavir_gam_100	1	1	1.0	1.0	1	gam	mandatory	98	7.800000000000001e-64	213.2	0.71	1.0	1	98			Anti_RecBCD	gam	Antidefense
Lambdavir	Lambdavir_00040	ral	10394	defense-finder-models/ADF/Anti_RM/ral	Lambdavir_ral_101	1	1	1.0	1.0	1	ral	mandatory	66	5.0000000000000004e-45	150.1	1.0	1.0	1	66			Anti_RM	ral	Antidefense
Lambdavir	Lambdavir_00043	rexb	10397	defense-finder-models/ADF/Anti_TA/rexb	Lambdavir_rexb_102	1	1	1.0	1.0	1	rexb	mandatory	144	1.8e-66	222.1	0.986	0.979	2	142			Anti_TA	rexb	Antidefense
N4	N4_00053	acriia7	10465	defense-finder-models/ADF/Anti_Thoeris/tad2_acriia7	N4_tad2_acriia7_139	1	1	1.0	0.8	1	tad2	mandatory	160	2.9e-28	97.3	0.694	0.512	78	159			Anti_Thoeris	tad2_acriia7	Antidefense
P1vir	P1vir_00011	ulx	10499	defense-finder-models/ADF/Anti_RM/dar_ddr_hdf_ulx	P1vir_dar_ddr_hdf_ulx_103	1	1	0.333	2.0	1	ulx	mandatory	146	3.4e-60	201.4	0.986	0.979	1	143			Anti_RM	dar_ddr_hdf_ulx	Antidefense
P1vir	P1vir_00012	darb	10500	defense-finder-models/ADF/Anti_RM/dar_ddr_hdf_ulx	P1vir_dar_ddr_hdf_ulx_103	1	1	0.333	2.0	1	darb	mandatory	2255	0.0	5439.2	1.0	1.0	1	2255			Anti_RM	dar_ddr_hdf_ulx	Antidefense
P1vir	P1vir_00021	ddrb	10509	defense-finder-models/ADF/Anti_RM/dar_ddr_hdf_ulx	P1vir_dar_ddr_hdf_ulx_104	1	1	0.667	4.0	1	ddrb	mandatory	995	0.0	1874.9	0.999	0.999	1	994			Anti_RM	dar_ddr_hdf_ulx	Antidefense
P1vir	P1vir_00022	ddra	10510	defense-finder-models/ADF/Anti_RM/dar_ddr_hdf_ulx	P1vir_dar_ddr_hdf_ulx_104	1	1	0.667	4.0	1	ddra	mandatory	121	1.7e-54	182.6	1.0	1.0	1	121			Anti_RM	dar_ddr_hdf_ulx	Antidefense
P1vir	P1vir_00023	dara	10511	defense-finder-models/ADF/Anti_RM/dar_ddr_hdf_ulx	P1vir_dar_ddr_hdf_ulx_104	1	1	0.667	4.0	1	dara	mandatory	639	0.0	1256.2	1.0	0.998	1	638			Anti_RM	dar_ddr_hdf_ulx	Antidefense
P1vir	P1vir_00024	hdf	10512	defense-finder-models/ADF/Anti_RM/dar_ddr_hdf_ulx	P1vir_dar_ddr_hdf_ulx_104	1	1	0.667	4.0	1	hdf	mandatory	200	7.599999999999999e-82	273.5	0.976	0.995	1	199			Anti_RM	dar_ddr_hdf_ulx	Antidefense
T2	T2_00028	dam	10658	defense-finder-models/ADF/Anti_RM/dam	T2_dam_11	1	1	1.0	1.0	1	dam	mandatory	259	3.3e-108	360.6	0.985	0.996	2	259			Anti_RM	dam	Antidefense
T2	T2_00035	tifa	10665	defense-finder-models/ADF/Anti_TA/tifa	T2_tifa_13	1	1	1.0	1.0	1	tifa	mandatory	85	5.5e-47	156.9	1.0	0.976	1	83			Anti_TA	tifa	Antidefense
T2	T2_00036	dmd	10666	defense-finder-models/ADF/Anti_TA/dmd	T2_dmd_12	1	1	1.0	1.0	1	dmd	mandatory	60	3.1e-33	112.9	0.939	1.0	1	60			Anti_TA	dmd	Antidefense
T2	T2_00141	acb1	10762	defense-finder-models/ADF/Anti_CBASS/acb1	T2_acb1_8	1	1	1.0	1.0	1	acb1	mandatory	151	1.4e-67	225.4	0.993	0.987	1	149			Anti_CBASS	acb1	Antidefense
T2	T2_00194	alt	10815	defense-finder-models/ADF/Anti_TA/alt	T2_alt_9	1	1	1.0	1.0	2	alt	mandatory	685	5.099999999999999e-237	788.1	0.997	0.999	1	684			Anti_TA	alt	Antidefense
T2	T2_00195	alt	10816	defense-finder-models/ADF/Anti_TA/alt	T2_alt_9	1	1	1.0	1.0	2	alt	mandatory	697	3.5e-267	887.7	0.999	0.999	1	696			Anti_TA	alt	Antidefense
T2	T2_00246	arn	10867	defense-finder-models/ADF/Anti_RM/arn	T2_arn_10	1	1	1.0	1.0	1	arn	mandatory	92	2.0000000000000002e-60	200.7	1.0	1.0	1	92			Anti_RM	arn	Antidefense
T4D	T4D_00030	dam	10913	defense-finder-models/ADF/Anti_RM/dam	T4D_dam_19	1	1	1.0	1.0	1	dam	mandatory	259	1e-105	352.5	0.985	0.996	2	259			Anti_RM	dam	Antidefense
T4D	T4D_00034	adfa	10917	defense-finder-models/ADF/Anti_DarTG/adfa	T4D_adfa_16	1	1	1.0	1.0	1	adfa	mandatory	208	8.5e-131	433.0	1.0	1.0	1	208			Anti_DarTG	adfa	Antidefense
T4D	T4D_00036	tifa	10919	defense-finder-models/ADF/Anti_TA/tifa	T4D_tifa_23	1	1	1.0	1.0	1	tifa	mandatory	85	5.1e-47	157.0	1.0	0.976	1	83			Anti_TA	tifa	Antidefense
T4D	T4D_00037	dmd	10920	defense-finder-models/ADF/Anti_TA/dmd	T4D_dmd_20	1	1	1.0	1.0	1	dmd	mandatory	60	2.6000000000000003e-33	113.2	0.939	1.0	1	60			Anti_TA	dmd	Antidefense
T4D	T4D_00110	acb2	10993	defense-finder-models/ADF/Anti_CBASS/acb2	T4D_acb2_15	1	1	1.0	1.0	1	acb2	mandatory	88	2e-12	46.8	0.916	0.943	4	86			Anti_CBASS	acb2	Antidefense
T4D	T4D_00115	ipii	10998	defense-finder-models/ADF/Anti_RM/ipii	T4D_ipii_22	1	1	1.0	1.0	1	ipii	mandatory	100	1.3e-54	181.9	1.0	0.98	1	98			Anti_RM	ipii	Antidefense
T4D	T4D_00138	ipi	11013	defense-finder-models/ADF/Anti_RM/ipi	T4D_ipi_21	1	1	1.0	1.0	1	ipi	mandatory	95	1.3e-51	171.9	1.0	1.0	1	95			Anti_RM	ipi	Antidefense
T4D	T4D_00139	acb1	11014	defense-finder-models/ADF/Anti_CBASS/acb1	T4D_acb1_14	1	1	1.0	1.0	1	acb1	mandatory	152	1.5e-67	225.3	0.993	0.98	2	150			Anti_CBASS	acb1	Antidefense
T4D	T4D_00194	alt	11069	defense-finder-models/ADF/Anti_TA/alt	T4D_alt_17	1	1	1.0	1.0	1	alt	mandatory	682	7.4e-260	863.5	0.999	0.999	1	681			Anti_TA	alt	Antidefense
T4D	T4D_00250	arn	11125	defense-finder-models/ADF/Anti_RM/arn	T4D_arn_18	1	1	1.0	1.0	1	arn	mandatory	92	2.9e-61	203.4	1.0	1.0	1	92			Anti_RM	arn	Antidefense
T5	T5_00080	orf148	11206	defense-finder-models/ADF/Other/orf148	T5_orf148_136	1	1	1.0	1.0	1	orf148	mandatory	115	2.9e-45	152.3	0.982	0.913	1	105			Other	orf148	Antidefense
T5	T5_00094	rad	11213	defense-finder-models/ADF/Anti_Retron/rad	T5_rad_137	1	1	1.0	1.0	1	rad	mandatory	172	4.4e-68	227.6	0.977	0.959	5	169			Anti_Retron	rad	Antidefense
T6	T6_00034	adfa	11346	defense-finder-models/ADF/Anti_DarTG/adfa	T6_adfa_95	1	1	1.0	1.0	1	adfa	mandatory	208	3.2000000000000004e-130	431.1	1.0	1.0	1	208			Anti_DarTG	adfa	Antidefense
T6	T6_00036	tifa	11348	defense-finder-models/ADF/Anti_TA/tifa	T6_tifa_99	1	1	1.0	1.0	1	tifa	mandatory	85	1.4e-46	155.6	1.0	0.976	1	83			Anti_TA	tifa	Antidefense
T6	T6_00037	dmd	11349	defense-finder-models/ADF/Anti_TA/dmd	T6_dmd_98	1	1	1.0	1.0	1	dmd	mandatory	60	2.6000000000000003e-33	113.2	0.939	1.0	1	60			Anti_TA	dmd	Antidefense
T6	T6_00133	acb1	11439	defense-finder-models/ADF/Anti_CBASS/acb1	T6_acb1_94	1	1	1.0	1.0	1	acb1	mandatory	151	1.4e-67	225.4	0.993	0.987	1	149			Anti_CBASS	acb1	Antidefense
T6	T6_00192	alt	11498	defense-finder-models/ADF/Anti_TA/alt	T6_alt_96	1	1	1.0	1.0	2	alt	mandatory	685	3.1e-237	788.7	0.997	0.999	1	684			Anti_TA	alt	Antidefense
T6	T6_00193	alt	11499	defense-finder-models/ADF/Anti_TA/alt	T6_alt_96	1	1	1.0	1.0	2	alt	mandatory	697	6.8e-268	890.1	0.999	0.999	1	696			Anti_TA	alt	Antidefense
T6	T6_00250	arn	11556	defense-finder-models/ADF/Anti_RM/arn	T6_arn_97	1	1	1.0	1.0	1	arn	mandatory	92	5.7e-61	202.4	1.0	1.0	1	92			Anti_RM	arn	Antidefense
T7	T7_00001	ocr	11575	defense-finder-models/ADF/Anti_RM/ocr	T7_ocr_117	1	1	1.0	1.0	1	ocr	mandatory	117	8.6e-62	205.7	0.991	0.974	1	114			Anti_RM	ocr	Antidefense
T7	T7_00022	gp4.5	11596	defense-finder-models/ADF/Anti_TA/gp4.5	T7_gp4.5_115	1	1	1.0	1.0	1	gp4.5	mandatory	89	1.0000000000000001e-45	153.1	0.946	0.989	1	88			Anti_TA	gp4.5	Antidefense
T7	T7_00028	gp5.9	11602	defense-finder-models/ADF/Anti_RecBCD/gp5.9	T7_gp5.9_116	1	1	1.0	1.0	1	gp5.9	mandatory	52	2.9999999999999998e-36	122.7	1.0	1.0	1	52			Anti_RecBCD	gp5.9	Antidefense
