replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	Accession	System	Length_sys	Dist_sys_close	Sys_close	Nb_sys_close	ID_sys_close	Type_sys_close	Assembly	Nuccore	Superkingdom	Phylum	Class	Order	Family	Subfamily	Genus	Species	Genus_source
GCA_003342395.1_ASM334239v1_translated_cds	lcl|MH321493.1_prot_AXC42987.1_29	lar	29	ADF/Anti_RM/lar	GCA_003342395.1_ASM334239v1_translated_cds_lar_1	1	1	1.0	1	lar	mandatory	82	2.8e-19	61.1	0.797	0.72	7	65	AXC42987.1	lar	1						GCA_003342395	MH321493.1	Viruses	Uroviricota	Caudoviricetes				Skatevirus	Skatevirus skate	Salmonella
GCA_003307975.1_ASM330797v1_translated_cds	lcl|MH271309.1_prot_AWY05820.1_61	ardu	61	ADF/Anti_RM/arda_ardu	GCA_003307975.1_ASM330797v1_translated_cds_arda_ardu_1	1	1	0.8	1	arda	mandatory	183	7.299999999999999e-47	151.8	0.788	0.978	3	181	AWY05820.1	arda_ardu	1						GCA_003307975	MH271309.1	Viruses	Uroviricota	Caudoviricetes				Rerduovirus	Rhodococcus phage Phrankenstein	Rhodococcus
GCA_003308015.1_ASM330801v1_translated_cds	lcl|MH271311.1_prot_AWY05998.1_61	ardu	61	ADF/Anti_RM/arda_ardu	GCA_003308015.1_ASM330801v1_translated_cds_arda_ardu_1	1	1	0.8	1	arda	mandatory	183	3.6e-47	152.8	0.788	0.978	3	181	AWY05998.1	arda_ardu	1						GCA_003308015	MH271311.1	Viruses	Uroviricota	Caudoviricetes				Rerduovirus	Rhodococcus phage Rasputin	Rhodococcus
GCA_003345045.1_ASM334504v1_translated_cds	lcl|MH399772.1_prot_AXF51613.1_123	narp1_adps	123	ADF/NADP/NARP1	GCA_003345045.1_ASM334504v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	286	6.8e-73	239.1	0.841	0.885	13	265	AXF51613.1	NARP1	2						GCA_003345045	MH399772.1	Viruses	Uroviricota	Caudoviricetes				Omegavirus	Mycobacterium phage Constella	Mycobacterium
GCA_003345045.1_ASM334504v1_translated_cds	lcl|MH399772.1_prot_AXF51614.1_124	narp1_namat	124	ADF/NADP/NARP1	GCA_003345045.1_ASM334504v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	490	3.6e-128	422.1	0.608	0.643	7	321	AXF51614.1	NARP1	2						GCA_003345045	MH399772.1	Viruses	Uroviricota	Caudoviricetes				Omegavirus	Mycobacterium phage Constella	Mycobacterium
GCA_003308075.1_ASM330807v1_translated_cds	lcl|MH271314.1_prot_AWY06259.1_61	ardu	61	ADF/Anti_RM/arda_ardu	GCA_003308075.1_ASM330807v1_translated_cds_arda_ardu_1	1	1	0.8	1	arda	mandatory	183	3.6e-47	152.8	0.788	0.978	3	181	AWY06259.1	arda_ardu	1						GCA_003308075	MH271314.1	Viruses	Uroviricota	Caudoviricetes				Rerduovirus	Rhodococcus phage Swann	Rhodococcus
GCA_003308095.1_ASM330809v1_translated_cds	lcl|MH271315.1_prot_AWY06326.1_62	ardu	62	ADF/Anti_RM/arda_ardu	GCA_003308095.1_ASM330809v1_translated_cds_arda_ardu_1	1	1	0.8	1	arda	mandatory	182	1.9e-48	157.0	0.788	0.978	3	180	AWY06326.1	arda_ardu	1						GCA_003308095	MH271315.1	Viruses	Uroviricota	Caudoviricetes				Rerduovirus	Rerduovirus takoda	Rhodococcus
GCA_003308175.1_ASM330817v1_translated_cds	lcl|MH271319.1_prot_AWY06627.1_61	ardu	61	ADF/Anti_RM/arda_ardu	GCA_003308175.1_ASM330817v1_translated_cds_arda_ardu_1	1	1	0.8	1	arda	mandatory	190	1.8e-47	153.8	0.802	0.958	7	188	AWY06627.1	arda_ardu	1						GCA_003308175	MH271319.1	Viruses	Uroviricota	Caudoviricetes				Rerduovirus	Rhodococcus phage UhSalsa	Rhodococcus
GCA_003308355.1_ASM330835v1_translated_cds	lcl|MH316569.1_prot_AWY04077.1_62	ardu	62	ADF/Anti_RM/arda_ardu	GCA_003308355.1_ASM330835v1_translated_cds_arda_ardu_1	1	1	0.8	1	arda	mandatory	190	1.8e-47	153.8	0.802	0.958	7	188	AWY04077.1	arda_ardu	1						GCA_003308355	MH316569.1	Viruses	Uroviricota	Caudoviricetes				Rerduovirus	Rhodococcus phage Shuman	Rhodococcus
GCA_003308395.1_ASM330839v1_translated_cds	lcl|MH333064.1_prot_AWY07011.1_116	acb2	116	ADF/Anti_CBASS/acb2	GCA_003308395.1_ASM330839v1_translated_cds_acb2_2	1	1	1.0	1	acb2	mandatory	91	3.7e-12	40.7	0.916	0.934	5	89	AWY07011.1	acb2	1	14348.0					GCA_003308395	MH333064.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Jiaodavirus	Jiaodavirus mineola	Klebsiella
GCA_003308395.1_ASM330839v1_translated_cds	lcl|MH333064.1_prot_AWY07043.1_148	acb1	148	ADF/Anti_CBASS/acb1	GCA_003308395.1_ASM330839v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	151	2.3999999999999996e-69	225.9	0.993	0.987	1	149	AWY07043.1	acb1	1	14348.0					GCA_003308395	MH333064.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Jiaodavirus	Jiaodavirus mineola	Klebsiella
GCA_003308395.1_ASM330839v1_translated_cds	lcl|MH333064.1_prot_AWY07096.1_201	alt	201	ADF/Anti_TA/alt	GCA_003308395.1_ASM330839v1_translated_cds_alt_3	1	1	1.0	1	alt	mandatory	708	1.6e-230	761.2	0.996	0.999	1	707	AWY07096.1	alt	1	48526.0					GCA_003308395	MH333064.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Jiaodavirus	Jiaodavirus mineola	Klebsiella
GCA_003308555.1_ASM330855v1_translated_cds	lcl|MH248138.1_prot_AWY08307.1_27	dam	27	ADF/Anti_RM/dam	GCA_003308555.1_ASM330855v1_translated_cds_dam_2	1	1	1.0	1	dam	mandatory	280	2.1e-86	284.1	1.0	1.0	1	280	AWY08307.1	dam	1	88022.0					GCA_003308555	MH248138.1	Viruses	Uroviricota	Caudoviricetes				Alexandravirus	Alexandravirus alexandra	Erwinia
GCA_003308555.1_ASM330855v1_translated_cds	lcl|MH248138.1_prot_AWY08504.1_242	acb1	242	ADF/Anti_CBASS/acb1	GCA_003308555.1_ASM330855v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	155	1e-13	45.5	0.588	0.594	36	127	AWY08504.1	acb1	1	88022.0					GCA_003308555	MH248138.1	Viruses	Uroviricota	Caudoviricetes				Alexandravirus	Alexandravirus alexandra	Erwinia
GCA_002625885.1_ASM262588v1_translated_cds	lcl|MF324904.1_prot_ASR84509.1_60	ardu	60	ADF/Anti_RM/arda_ardu	GCA_002625885.1_ASM262588v1_translated_cds_arda_ardu_1	1	1	0.8	1	arda	mandatory	183	7.2e-47	151.8	0.788	0.978	3	181	ASR84509.1	arda_ardu	1						GCA_002625885	MF324904.1	Viruses	Uroviricota	Caudoviricetes				Rerduovirus	Rhodococcus phage RexFury	Rhodococcus
GCA_002625905.1_ASM262590v1_translated_cds	lcl|MF324900.1_prot_ASR84311.1_60	ardu	60	ADF/Anti_RM/arda_ardu	GCA_002625905.1_ASM262590v1_translated_cds_arda_ardu_1	1	1	0.8	1	arda	mandatory	183	7.2e-47	151.8	0.788	0.978	3	181	ASR84311.1	arda_ardu	1						GCA_002625905	MF324900.1	Viruses	Uroviricota	Caudoviricetes				Rerduovirus	Rhodococcus phage StCroix	Rhodococcus
GCA_002620345.1_ASM262034v1_translated_cds	lcl|KY677846.1_prot_ARB06889.1_61	rad	61	ADF/Anti_Retron/rad	GCA_002620345.1_ASM262034v1_translated_cds_rad_2	1	1	1.0	1	rad	mandatory	172	5e-70	227.9	0.977	0.959	5	169	ARB06889.1	rad	1	3193.0	1.0	1.0	GCA_002620345.1_ASM262034v1_translated_cds_orf148_1	orf148	GCA_002620345	KY677846.1	Viruses	Uroviricota	Caudoviricetes		Demerecviridae	Markadamsvirinae	Tequintavirus	Tequintavirus LLS	Escherichia
GCA_002620345.1_ASM262034v1_translated_cds	lcl|KY677846.1_prot_ARB06897.1_69	orf148	69	ADF/Other/orf148	GCA_002620345.1_ASM262034v1_translated_cds_orf148_1	1	1	1.0	1	orf148	mandatory	115	5.3e-47	152.0	0.982	0.913	1	105	ARB06897.1	orf148	1	3193.0	1.0	1.0	GCA_002620345.1_ASM262034v1_translated_cds_rad_2	rad	GCA_002620345	KY677846.1	Viruses	Uroviricota	Caudoviricetes		Demerecviridae	Markadamsvirinae	Tequintavirus	Tequintavirus LLS	Escherichia
GCA_002628405.1_ASM262840v1_translated_cds	lcl|MF189179.1_prot_ASR80841.1_60	ardu	60	ADF/Anti_RM/arda_ardu	GCA_002628405.1_ASM262840v1_translated_cds_arda_ardu_1	1	1	0.8	1	arda	mandatory	183	7.2e-47	151.8	0.788	0.978	3	181	ASR80841.1	arda_ardu	1						GCA_002628405	MF189179.1	Viruses	Uroviricota	Caudoviricetes				Rerduovirus	Rhodococcus phage Yoncess	Rhodococcus
GCA_002626085.1_ASM262608v1_translated_cds	lcl|MF185726.1_prot_ASR86015.1_32	ntase	32	ADF/Anti_CBASS/ntase	GCA_002626085.1_ASM262608v1_translated_cds_ntase_2	1	1	1.0	1	ntase	mandatory	250	1.1e-77	253.8	0.801	0.936	8	241	ASR86015.1	ntase	1	18532.0					GCA_002626085	MF185726.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Lclasvirinae	Bronvirus	Mycobacterium phage Appletree2	Mycobacterium
GCA_002626085.1_ASM262608v1_translated_cds	lcl|MF185726.1_prot_ASR86054.1_71	narp1_adps	71	ADF/NADP/NARP1	GCA_002626085.1_ASM262608v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	283	2.4e-71	233.2	0.872	0.922	19	279	ASR86054.1	NARP1	2	18532.0					GCA_002626085	MF185726.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Lclasvirinae	Bronvirus	Mycobacterium phage Appletree2	Mycobacterium
GCA_002626085.1_ASM262608v1_translated_cds	lcl|MF185726.1_prot_ASR86055.1_72	narp1_namat	72	ADF/NADP/NARP1	GCA_002626085.1_ASM262608v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	491	1.9e-127	418.8	0.608	0.642	8	322	ASR86055.1	NARP1	2	18532.0					GCA_002626085	MF185726.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Lclasvirinae	Bronvirus	Mycobacterium phage Appletree2	Mycobacterium
GCA_002626185.1_ASM262618v1_translated_cds	lcl|MF185730.1_prot_ASM62641.1_35	ntase	35	ADF/Anti_CBASS/ntase	GCA_002626185.1_ASM262618v1_translated_cds_ntase_2	1	1	1.0	1	ntase	mandatory	248	1.5e-79	260.0	0.798	0.94	8	240	ASM62641.1	ntase	1	19378.0					GCA_002626185	MF185730.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Lclasvirinae	Faithunavirus	Mycobacterium phage Miley16	Mycobacterium
GCA_002626185.1_ASM262618v1_translated_cds	lcl|MF185730.1_prot_ASM62680.1_74	narp1_adps	74	ADF/NADP/NARP1	GCA_002626185.1_ASM262618v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	287	2e-71	233.5	0.885	0.93	16	282	ASM62680.1	NARP1	2	19378.0					GCA_002626185	MF185730.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Lclasvirinae	Faithunavirus	Mycobacterium phage Miley16	Mycobacterium
GCA_002626185.1_ASM262618v1_translated_cds	lcl|MF185730.1_prot_ASM62681.1_75	narp1_namat	75	ADF/NADP/NARP1	GCA_002626185.1_ASM262618v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	494	2.6000000000000003e-123	405.2	0.609	0.646	8	326	ASM62681.1	NARP1	2	19378.0					GCA_002626185	MF185730.1	Viruses	Uroviricota	Caudoviricetes		Vilmaviridae	Lclasvirinae	Faithunavirus	Mycobacterium phage Miley16	Mycobacterium
GCA_002620665.1_ASM262066v1_translated_cds	lcl|KY554777.1_prot_ARM67674.1_104	dam	104	ADF/Anti_RM/dam	GCA_002620665.1_ASM262066v1_translated_cds_dam_1	1	1	1.0	1	dam	mandatory	280	5.700000000000001e-111	363.7	0.993	0.989	4	280	ARM67674.1	dam	1						GCA_002620665	KY554777.1	Viruses	Uroviricota	Caudoviricetes				Audreyjarvisvirus	Audreyjarvisvirus LW81	Lactococcus
GCA_006864725.1_ASM686472v1_translated_cds	lcl|MN080711.1_prot_QDH48992.1_26	gp4.5	26	ADF/Anti_TA/gp4.5	GCA_006864725.1_ASM686472v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	100	1.2e-42	135.5	0.892	0.84	4	87	QDH48992.1	gp4.5	1	12407.0					GCA_006864725	MN080711.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Berlinvirus	Escherichia phage vB_Eco_D226	Escherichia
GCA_006864725.1_ASM686472v1_translated_cds	lcl|MN080711.1_prot_QDH49009.1_43	samase	43	ADF/Anti_RM/samase	GCA_006864725.1_ASM686472v1_translated_cds_samase_2	1	1	1.0	1	samase	mandatory	152	2.4e-68	220.3	1.0	1.0	1	152	QDH49009.1	samase	1	12407.0					GCA_006864725	MN080711.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Berlinvirus	Escherichia phage vB_Eco_D226	Escherichia
GCA_006864765.1_ASM686476v1_translated_cds	lcl|MN038175.1_prot_QDH49243.1_40	dam	40	ADF/Anti_RM/dam	GCA_006864765.1_ASM686476v1_translated_cds_dam_2	1	1	1.0	1	dam	mandatory	284	4.5e-99	325.3	0.989	0.944	3	270	QDH49243.1	dam	1	52490.0					GCA_006864765	MN038175.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae			Pantoea phage Phynn	Panteoa
GCA_006864765.1_ASM686476v1_translated_cds	lcl|MN038175.1_prot_QDH49223.1_247	acb1	247	ADF/Anti_CBASS/acb1	GCA_006864765.1_ASM686476v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	174	7.4e-53	172.3	0.948	0.851	18	165	QDH49223.1	acb1	1	52490.0					GCA_006864765	MN038175.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae			Pantoea phage Phynn	Panteoa
GCA_006864785.1_ASM686478v1_translated_cds	lcl|MN038176.1_prot_QDH49345.1_70	narp1_namat	70	ADF/NADP/NARP1	GCA_006864785.1_ASM686478v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	495	7.6e-141	464.3	0.611	0.653	4	326	QDH49345.1	NARP1	2	52998.0					GCA_006864785	MN038176.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Wphvirus	Bacillus phage Phireball	Bacillus
GCA_006864785.1_ASM686478v1_translated_cds	lcl|MN038176.1_prot_QDH49346.1_71	narp1_adps	71	ADF/NADP/NARP1	GCA_006864785.1_ASM686478v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	278	1.9999999999999999e-56	185.4	0.821	0.953	12	276	QDH49346.1	NARP1	2	52998.0					GCA_006864785	MN038176.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Wphvirus	Bacillus phage Phireball	Bacillus
GCA_006864785.1_ASM686478v1_translated_cds	lcl|MN038176.1_prot_QDH49509.1_234	apyc1	234	ADF/Anti_Pycsar/apyc1	GCA_006864785.1_ASM686478v1_translated_cds_apyc1_2	1	1	1.0	1	apyc1	mandatory	249	6.1e-34	111.7	0.734	0.92	2	230	QDH49509.1	apyc1	1	52998.0					GCA_006864785	MN038176.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Wphvirus	Bacillus phage Phireball	Bacillus
GCA_006864825.1_ASM686482v1_translated_cds	lcl|MN038178.1_prot_QDH49858.1_171	tad1	171	ADF/Anti_Thoeris/tad1	GCA_006864825.1_ASM686482v1_translated_cds_tad1_2	1	1	1.0	1	tad1	mandatory	123	4.5e-46	150.1	0.992	0.967	5	123	QDH49858.1	tad1	1	21523.0					GCA_006864825	MN038178.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Bequatrovirus	Bacillus phage Beyonphe	Bacillus
GCA_006864825.1_ASM686482v1_translated_cds	lcl|MN038178.1_prot_QDH49905.1_218	apyc1	218	ADF/Anti_Pycsar/apyc1	GCA_006864825.1_ASM686482v1_translated_cds_apyc1_1	1	1	1.0	1	apyc1	mandatory	238	6.9e-32	105.0	0.721	0.929	2	222	QDH49905.1	apyc1	1	21523.0					GCA_006864825	MN038178.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Bequatrovirus	Bacillus phage Beyonphe	Bacillus
GCA_006864845.1_ASM686484v1_translated_cds	lcl|MN038179.1_prot_QDH50052.1_66	narp1_namat	66	ADF/NADP/NARP1	GCA_006864845.1_ASM686484v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_namat	mandatory	495	5.9999999999999995e-142	467.9	0.611	0.653	4	326	QDH50052.1	NARP1	2	52660.0					GCA_006864845	MN038179.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Wphvirus	Bacillus phage ALPS	Bacillus
GCA_006864845.1_ASM686484v1_translated_cds	lcl|MN038179.1_prot_QDH50053.1_67	narp1_adps	67	ADF/NADP/NARP1	GCA_006864845.1_ASM686484v1_translated_cds_NARP1_1	1	1	2.0	1	narp1_adps	mandatory	278	1.9999999999999999e-56	185.4	0.821	0.953	12	276	QDH50053.1	NARP1	2	52660.0					GCA_006864845	MN038179.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Wphvirus	Bacillus phage ALPS	Bacillus
GCA_006864845.1_ASM686484v1_translated_cds	lcl|MN038179.1_prot_QDH50217.1_231	apyc1	231	ADF/Anti_Pycsar/apyc1	GCA_006864845.1_ASM686484v1_translated_cds_apyc1_2	1	1	1.0	1	apyc1	mandatory	249	4.0000000000000006e-34	112.3	0.734	0.92	2	230	QDH50217.1	apyc1	1	52660.0					GCA_006864845	MN038179.1	Viruses	Uroviricota	Caudoviricetes		Herelleviridae	Bastillevirinae	Wphvirus	Bacillus phage ALPS	Bacillus
GCA_006869785.2_ASM686978v2_translated_cds	lcl|MH165274.2_prot_AWY10312.1_118	atd1	118	ADF/Anti_Thoeris/atd1	GCA_006869785.2_ASM686978v2_translated_cds_atd1_3	1	1	1.0	1	atd1	mandatory	207	4.4e-23	75.2	0.931	0.382	2	80	AWY10312.1	atd1	1	15631.0					GCA_006869785	MH165274.2	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Twarogvirinae	Lazarusvirus	Lazarusvirus am101	Acinetobacter
GCA_006869785.2_ASM686978v2_translated_cds	lcl|MH165274.2_prot_AWY10280.1_151	acb1	151	ADF/Anti_CBASS/acb1	GCA_006869785.2_ASM686978v2_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	151	6.5e-58	188.6	0.98	0.993	1	150	AWY10280.1	acb1	1	15631.0					GCA_006869785	MH165274.2	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Twarogvirinae	Lazarusvirus	Lazarusvirus am101	Acinetobacter
GCA_006869785.2_ASM686978v2_translated_cds	lcl|MH165274.2_prot_AWY10236.1_200	alt	200	ADF/Anti_TA/alt	GCA_006869785.2_ASM686978v2_translated_cds_alt_2	1	1	1.0	1	alt	mandatory	693	6.7e-198	653.2	0.997	0.99	7	692	AWY10236.1	alt	1	47699.0					GCA_006869785	MH165274.2	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Twarogvirinae	Lazarusvirus	Lazarusvirus am101	Acinetobacter
GCA_013112165.1_ASM1311216v1_translated_cds	lcl|MT104475.1_prot_QJD55295.1_81	acb1	81	ADF/Anti_CBASS/acb1	GCA_013112165.1_ASM1311216v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	600	8.8e-22	69.9	0.869	0.23	461	598	QJD55295.1	acb1	1						GCA_013112165	MT104475.1	Viruses	Uroviricota	Caudoviricetes					Pseudomonas phage MR15	Pseudomonas
GCA_013364725.1_ASM1336472v1_translated_cds	lcl|MN047793.1_prot_QDJ96371.1_184	acb1	184	ADF/Anti_CBASS/acb1	GCA_013364725.1_ASM1336472v1_translated_cds_acb1_2	1	1	1.0	1	acb1	mandatory	185	1.1e-44	146.3	0.961	0.843	19	174	QDJ96371.1	acb1	1	11246.0					GCA_013364725	MN047793.1	Viruses	Uroviricota	Caudoviricetes					Xanthomonas phage Xoo-sp13	Xanthomonas
GCA_013364725.1_ASM1336472v1_translated_cds	lcl|MN047793.1_prot_QDJ96386.1_200	narp2_nampt	200	ADF/NADP/NARP2	GCA_013364725.1_ASM1336472v1_translated_cds_NARP2_1	1	1	2.0	1	narp2_nampt	mandatory	473	2.9e-193	637.8	0.865	0.989	3	470	QDJ96386.1	NARP2	7	11246.0					GCA_013364725	MN047793.1	Viruses	Uroviricota	Caudoviricetes					Xanthomonas phage Xoo-sp13	Xanthomonas
GCA_013364725.1_ASM1336472v1_translated_cds	lcl|MN047793.1_prot_QDJ96392.1_206	narp2_nmnat	206	ADF/NADP/NARP2	GCA_013364725.1_ASM1336472v1_translated_cds_NARP2_1	1	1	2.0	1	narp2_nmnat	mandatory	302	1.9e-97	321.1	0.725	0.993	1	300	QDJ96392.1	NARP2	7	11246.0					GCA_013364725	MN047793.1	Viruses	Uroviricota	Caudoviricetes					Xanthomonas phage Xoo-sp13	Xanthomonas
GCA_013364725.1_ASM1336472v1_translated_cds	lcl|MN047793.1_prot_QDJ96543.1_357	ntase	357	ADF/Anti_CBASS/ntase	GCA_013364725.1_ASM1336472v1_translated_cds_ntase_3	1	1	1.0	1	ntase	mandatory	286	1.5999999999999999e-83	274.6	0.836	0.864	14	260	QDJ96543.1	ntase	1	150898.0					GCA_013364725	MN047793.1	Viruses	Uroviricota	Caudoviricetes					Xanthomonas phage Xoo-sp13	Xanthomonas
GCA_013133595.1_ASM1313359v1_translated_cds	lcl|MT350292.1_prot_QJT70262.1_1	samase	1	ADF/Anti_RM/samase	GCA_013133595.1_ASM1313359v1_translated_cds_samase_1	1	1	1.0	1	samase	mandatory	150	1.3e-70	227.9	1.0	1.0	1	150	QJT70262.1	samase	1						GCA_013133595	MT350292.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae	Kayfunavirus	Enterococcus phage EFA-1	Enterococcus
GCA_013133605.1_ASM1313360v1_translated_cds	lcl|MT350293.1_prot_QJT70334.1_22	gp5.9	22	ADF/Anti_RecBCD/gp5.9	GCA_013133605.1_ASM1313360v1_translated_cds_gp5.9_2	1	1	1.0	1	gp5.9	mandatory	52	2.2e-39	125.1	1.0	1.0	1	52	QJT70334.1	gp5.9	1	3316.0	1.0	1.0	GCA_013133605.1_ASM1313360v1_translated_cds_gp4.5_1	gp4.5	GCA_013133605	MT350293.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae		Enterococcus phage EFA-2	Enterococcus
GCA_013133605.1_ASM1313360v1_translated_cds	lcl|MT350293.1_prot_QJT70339.1_27	gp4.5	27	ADF/Anti_TA/gp4.5	GCA_013133605.1_ASM1313360v1_translated_cds_gp4.5_1	1	1	1.0	1	gp4.5	mandatory	87	8.400000000000001e-48	152.1	0.935	1.0	1	87	QJT70339.1	gp4.5	1	3316.0	1.0	1.0	GCA_013133605.1_ASM1313360v1_translated_cds_gp5.9_2	gp5.9	GCA_013133605	MT350293.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae		Enterococcus phage EFA-2	Enterococcus
GCA_013133605.1_ASM1313360v1_translated_cds	lcl|MT350293.1_prot_QJT70361.1_49	ocr	49	ADF/Anti_RM/ocr	GCA_013133605.1_ASM1313360v1_translated_cds_ocr_3	1	1	1.0	1	ocr	mandatory	120	1.6e-63	203.6	0.991	0.95	1	114	QJT70361.1	ocr	1	12097.0					GCA_013133605	MT350293.1	Viruses	Uroviricota	Caudoviricetes		Autographiviridae	Studiervirinae		Enterococcus phage EFA-2	Enterococcus
GCA_013150865.1_ASM1315086v1_translated_cds	lcl|AP018813.1_prot_BBF63191.1_31	dam	31	ADF/Anti_RM/dam	GCA_013150865.1_ASM1315086v1_translated_cds_dam_5	1	1	1.0	1	dam	mandatory	259	7.600000000000001e-110	360.6	0.985	0.996	2	259	BBF63191.1	dam	1	2768.0	1.0	2.0	GCA_013150865.1_ASM1315086v1_translated_cds_tifa_7|GCA_013150865.1_ASM1315086v1_translated_cds_dmd_6	dmd|tifa	GCA_013150865	AP018813.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T2	Escherichia
GCA_013150865.1_ASM1315086v1_translated_cds	lcl|AP018813.1_prot_BBF63198.1_38	tifa	38	ADF/Anti_TA/tifa	GCA_013150865.1_ASM1315086v1_translated_cds_tifa_7	1	1	1.0	1	tifa	mandatory	85	1.3000000000000001e-48	156.9	1.0	0.976	1	83	BBF63198.1	tifa	1	2.0	1.0	2.0	GCA_013150865.1_ASM1315086v1_translated_cds_dam_5|GCA_013150865.1_ASM1315086v1_translated_cds_dmd_6	dam|dmd	GCA_013150865	AP018813.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T2	Escherichia
GCA_013150865.1_ASM1315086v1_translated_cds	lcl|AP018813.1_prot_BBF63199.1_39	dmd	39	ADF/Anti_TA/dmd	GCA_013150865.1_ASM1315086v1_translated_cds_dmd_6	1	1	1.0	1	dmd	mandatory	60	7.199999999999999e-35	112.9	0.939	1.0	1	60	BBF63199.1	dmd	1	2.0	1.0	2.0	GCA_013150865.1_ASM1315086v1_translated_cds_dam_5|GCA_013150865.1_ASM1315086v1_translated_cds_tifa_7	dam|tifa	GCA_013150865	AP018813.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T2	Escherichia
GCA_013150865.1_ASM1315086v1_translated_cds	lcl|AP018813.1_prot_BBF63284.1_124	acb2	124	ADF/Anti_CBASS/acb2	GCA_013150865.1_ASM1315086v1_translated_cds_acb2_2	1	1	1.0	1	acb2	mandatory	86	5.1e-11	37.0	0.832	0.872	10	84	BBF63284.1	acb2	1	9666.0	1.0	1.0	GCA_013150865.1_ASM1315086v1_translated_cds_acb1_1	acb1	GCA_013150865	AP018813.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T2	Escherichia
GCA_013150865.1_ASM1315086v1_translated_cds	lcl|AP018813.1_prot_BBF63305.1_145	acb1	145	ADF/Anti_CBASS/acb1	GCA_013150865.1_ASM1315086v1_translated_cds_acb1_1	1	1	1.0	1	acb1	mandatory	151	3.2999999999999995e-69	225.4	0.993	0.987	1	149	BBF63305.1	acb1	1	9666.0	1.0	1.0	GCA_013150865.1_ASM1315086v1_translated_cds_acb2_2	acb2	GCA_013150865	AP018813.1	Viruses	Uroviricota	Caudoviricetes		Straboviridae	Tevenvirinae	Tequatrovirus	Tequatrovirus T2	Escherichia
